"DATE","WEIGHT","TOE","POP","REC"
1995-11-22,26,"2//71090",542,FALSE
1995-12-19,26,"2//71090",398,FALSE
1995-11-23,20,"2//81070",542,FALSE
1995-11-23,25,"2//820100",542,FALSE
1995-11-23,27,"2//850100",542,FALSE
1995-12-19,26,"2//850100",398,FALSE
1997-11-05,60,"3//1060",380,FALSE
1997-11-05,40,"3//1070",380,FALSE
1997-11-05,27,"3//12070",380,FALSE
1997-11-05,27,"3//12090",380,FALSE
1997-12-02,25,"3//12090",349,FALSE
1997-12-29,26,"3//130100",305,FALSE
1998-01-27,25,"3//130100",196,FALSE
1998-02-25,27,"3//130100",301,FALSE
1998-03-24,32,"3//130100",204,FALSE
1997-11-05,23,"3//13070",380,FALSE
1997-12-02,21,"3//13070",349,FALSE
1997-11-05,51,"3//1510",380,FALSE
1997-12-04,30,"3//151090",349,FALSE
1997-12-29,26,"3//1540100",305,FALSE
1998-11-03,42,"3//15407080",201,FALSE
1997-12-29,19,"3//1550100",305,FALSE
1998-01-27,20,"3//1550100",196,FALSE
1998-02-26,27,"3//1550100",301,FALSE
1998-03-24,22,"3//1550100",204,FALSE
1998-04-21,28,"3//1550100",138,FALSE
1998-12-29,34,"3//155060100",188,FALSE
1998-07-14,17,"3//155070100",70,TRUE
1997-11-05,33,"3//1560",380,FALSE
1998-07-15,20,"3//162070100",70,TRUE
1998-02-26,42,"3//162080",301,FALSE
1998-03-24,42,"3//162080",204,FALSE
1998-07-15,43,"3//162080100",70,FALSE
1998-07-15,28,"3//16306070",70,TRUE
1997-12-29,23,"3//163080",305,FALSE
1998-01-28,23,"3//163080",196,FALSE
1998-02-25,26,"3//163080",301,FALSE
1998-03-24,38,"3//163080",204,FALSE
1998-11-04,30,"3//163080100",201,FALSE
1997-11-05,44,"3//1640",380,FALSE
1997-12-02,34,"3//1640",349,FALSE
1997-12-29,21,"3//1640100",305,FALSE
1998-01-29,20,"3//1640100",196,FALSE
1998-02-25,22,"3//1640100",301,FALSE
1997-12-29,25,"3//1660",305,FALSE
1998-01-29,24,"3//1660",196,FALSE
1998-02-25,27,"3//1660",301,FALSE
1998-03-24,31,"3//1660",204,FALSE
1998-04-21,25,"3//1660",138,FALSE
1998-05-20,34,"3//1660",78,FALSE
1998-06-16,44,"3//1660",50,FALSE
1998-07-14,55,"3//1660",70,TRUE
1998-09-09,47,"3//1660",151,FALSE
1998-10-06,44,"3//1660",140,FALSE
1997-11-05,37,"3//1720",380,FALSE
1997-12-30,35,"3//1720100",305,FALSE
1998-05-19,28,"3//17205060",78,FALSE
1997-12-30,24,"3//172090",305,FALSE
1998-01-27,24,"3//172090",196,FALSE
1998-02-25,26,"3//172090",301,FALSE
1998-03-24,36,"3//172090",204,FALSE
1997-11-05,49,"3//1730",380,FALSE
1997-12-30,29,"3//173080",305,FALSE
1997-11-05,39,"3//1770",380,FALSE
1998-01-28,30,"3//1770",196,FALSE
1997-11-05,50,"3//1820",380,FALSE
1997-12-30,35,"3//183070",305,FALSE
1997-11-05,49,"3//1840",380,FALSE
1998-02-25,27,"3//1850100",301,FALSE
1997-11-05,48,"3//1870",380,FALSE
1997-11-05,32,"3//2080",380,FALSE
1997-12-02,26,"3//2080",349,FALSE
1997-12-02,40,"3//2100",349,FALSE
1997-11-06,27,"3//210100",380,FALSE
1997-11-06,34,"3//220100",380,FALSE
1998-01-27,28,"3//220100",196,FALSE
1997-11-06,40,"3//22090",380,FALSE
1997-12-03,36,"3//22090",349,FALSE
1997-11-06,43,"3//240100",380,FALSE
1997-11-06,46,"3//24530100",380,FALSE
1998-02-25,38,"3//24530100",301,FALSE
1998-03-24,34,"3//24530100",204,FALSE
1998-04-21,33,"3//24530100",138,FALSE
1998-05-20,38,"3//24530100",78,FALSE
1997-11-05,27,"3//2510",380,FALSE
1997-12-02,24,"3//2510",349,FALSE
1997-12-29,23,"3//2510",305,FALSE
1998-01-27,22,"3//2510",196,FALSE
1998-02-25,24,"3//2510",301,FALSE
1998-03-24,27,"3//2510",204,FALSE
1998-08-11,41,"3//254070100",109,FALSE
1998-08-11,44,"3//25408090",109,FALSE
1998-09-08,40,"3//25408090",151,FALSE
1998-10-06,38,"3//25408090",140,FALSE
1998-11-03,49,"3//25408090",201,FALSE
1997-11-05,29,"3//2550",380,FALSE
1997-12-04,27,"3//2550",349,FALSE
1997-11-05,58,"3//2560",380,FALSE
1998-01-27,68,"3//2560",196,FALSE
1998-03-24,36,"3//257305060",204,FALSE
1997-11-05,34,"3//2590",380,FALSE
1997-12-02,31,"3//2590",349,FALSE
1997-12-29,26,"3//2590",305,FALSE
1998-01-27,30,"3//2590",196,FALSE
1997-11-05,42,"3//2610",380,FALSE
1997-12-02,33,"3//2610",349,FALSE
1997-12-31,38,"3//261060",305,FALSE
1998-08-11,43,"3//26106080",109,FALSE
1998-09-08,46,"3//26106080",151,FALSE
1998-01-27,24,"3//261070",196,FALSE
1998-01-27,26,"3//2620100",196,FALSE
1998-02-26,30,"3//2620100",301,FALSE
1998-03-24,25,"3//2620100",204,FALSE
1998-08-12,43,"3//262060100",109,FALSE
1998-09-08,45,"3//262060100",151,FALSE
1998-08-12,37,"3//26306070",109,FALSE
1998-01-27,24,"3//2640100",196,FALSE
1998-02-27,26,"3//2640100",301,FALSE
1998-03-25,25,"3//2640100",204,FALSE
1998-04-22,26,"3//2640100",138,FALSE
1998-01-27,33,"3//264060",196,FALSE
1998-02-25,30,"3//264060",301,FALSE
1998-12-03,39,"3//26506080",206,FALSE
1998-01-27,22,"3//265090",196,FALSE
1997-11-05,32,"3//2670",380,FALSE
1997-12-29,33,"3//2710",305,FALSE
1998-01-29,24,"3//2710",196,FALSE
1997-11-05,39,"3//27100",380,FALSE
1998-01-27,33,"3//27100",196,FALSE
1998-08-13,37,"3//27106070",109,FALSE
1998-01-27,18,"3//272070",196,FALSE
1998-02-26,23,"3//272070",301,FALSE
1998-03-24,25,"3//272070",204,FALSE
1998-04-22,22,"3//272070",138,FALSE
1997-11-05,37,"3//2730",380,FALSE
1998-01-27,23,"3//274090",196,FALSE
1998-02-25,25,"3//274090",301,FALSE
1997-12-29,22,"3//2760",305,FALSE
1997-11-05,41,"3//2770",380,FALSE
1997-12-02,36,"3//2770",349,FALSE
1998-05-20,41,"3//2790",78,TRUE
1998-03-24,38,"3//28305080",204,FALSE
1998-04-21,32,"3//28305080",138,FALSE
1998-03-24,38,"3//28405080",204,FALSE
1998-04-21,24,"3//28405080",138,TRUE
1998-05-21,35,"3//28405080",78,TRUE
1998-03-24,28,"3//28405090",204,FALSE
1998-03-24,30,"3//284090",204,FALSE
1998-03-24,28,"3//285070",204,FALSE
1998-04-21,24,"3//285070",138,FALSE
1998-05-21,37,"3//285070",78,FALSE
1998-06-17,44,"3//285070",50,FALSE
1998-07-15,41,"3//285070",70,TRUE
1997-11-06,59,"3//2880",380,FALSE
1997-12-02,49,"3//2880",349,FALSE
1997-12-29,52,"3//2880",305,FALSE
1998-01-27,46,"3//2880",196,FALSE
1998-02-25,50,"3//2880",301,FALSE
1997-11-05,57,"3//30100",380,FALSE
1997-11-05,47,"3//3090",380,FALSE
1998-01-27,28,"3//33080",196,FALSE
1997-11-07,33,"3//33090",380,FALSE
1997-11-07,41,"3//34080",380,FALSE
1997-11-07,37,"3//34090",380,FALSE
1997-12-02,32,"3//34090",349,FALSE
1997-11-07,23,"3//350100",380,FALSE
1997-12-02,25,"3//350100",349,FALSE
1997-12-29,23,"3//350100",305,FALSE
1997-11-07,52,"3//35070",380,FALSE
1997-12-03,49,"3//35070",349,FALSE
1998-02-25,32,"3//351070",301,FALSE
1998-03-25,24,"3//35205080",204,FALSE
1998-02-25,30,"3//352090",301,FALSE
1998-03-24,29,"3//352090",204,FALSE
1998-04-21,27,"3//352090",138,TRUE
1998-05-19,33,"3//352090",78,TRUE
1998-10-06,63,"3//3530100",140,FALSE
1998-11-05,59,"3//3530100",201,FALSE
1998-02-25,29,"3//353090",301,FALSE
1998-03-25,31,"3//353090",204,FALSE
1998-04-21,28,"3//353090",138,TRUE
1998-05-20,36,"3//353090",78,TRUE
1997-11-06,19,"3//3540",380,FALSE
1997-11-06,22,"3//3560",380,FALSE
1997-12-29,29,"3//360",305,FALSE
1998-01-27,33,"3//360",196,FALSE
1997-11-06,17,"3//3610",380,FALSE
1998-03-26,31,"3//36105060",204,FALSE
1998-04-21,30,"3//36105060",138,TRUE
1998-05-20,39,"3//36105060",78,TRUE
1998-02-25,23,"3//361070",301,FALSE
1998-02-25,28,"3//361080",301,FALSE
1998-03-24,28,"3//361080",204,FALSE
1998-04-21,28,"3//361080",138,FALSE
1998-05-19,35,"3//361080",78,TRUE
1998-09-08,50,"3//361080",151,FALSE
1998-10-06,48,"3//361080",140,FALSE
1998-02-25,28,"3//362070",301,FALSE
1998-03-24,35,"3//362070",204,FALSE
1998-04-21,31,"3//362070",138,TRUE
1998-05-19,38,"3//362070",78,TRUE
1998-02-25,29,"3//362080",301,FALSE
1998-03-25,31,"3//362080",204,FALSE
1998-04-21,28,"3//362080",138,TRUE
1998-05-19,43,"3//362080",78,TRUE
1998-02-25,31,"3//362090",301,FALSE
1998-03-24,34,"3//362090",204,FALSE
1998-04-22,33,"3//362090",138,FALSE
1998-02-25,25,"3//364090",301,FALSE
1998-03-24,28,"3//364090",204,FALSE
1998-02-25,28,"3//365070",301,FALSE
1998-03-24,31,"3//365070",204,FALSE
1998-04-21,29,"3//365070",138,FALSE
1998-02-26,21,"3//3710",301,FALSE
1997-11-06,28,"3//3720",380,FALSE
1998-02-25,22,"3//373070",301,FALSE
1998-02-25,30,"3//373080",301,FALSE
1998-03-24,30,"3//373080",204,FALSE
1998-04-21,24,"3//373080",138,FALSE
1998-05-19,26,"3//373080",78,TRUE
1998-02-25,23,"3//374060",301,FALSE
1998-03-26,23,"3//374060",204,FALSE
1998-09-08,33,"3//37406070",151,FALSE
1998-11-03,43,"3//37506080",201,FALSE
1997-10-08,39,"3//380",259,FALSE
1998-11-03,21,"3//38106080",201,FALSE
1999-01-26,17,"3//38106080",75,FALSE
1999-02-23,19,"3//38106080",30,FALSE
1999-03-10,19,"3//38106080",8,FALSE
1998-11-03,51,"3//38107090",201,FALSE
1998-02-25,28,"3//381080",301,FALSE
1998-09-08,28,"3//381090100",151,FALSE
1998-09-08,10,"3//382090100",151,FALSE
1998-05-21,42,"3//383080",78,TRUE
1998-07-14,50,"3//383080",70,TRUE
1998-09-09,58,"3//384060100",151,FALSE
1998-02-26,34,"3//384090",301,FALSE
1998-02-26,20,"3//3850100",301,FALSE
1998-02-26,31,"3//385080",301,FALSE
1998-03-24,36,"3//385080",204,FALSE
1998-04-21,29,"3//385080",138,FALSE
1997-11-06,31,"3//3890",380,FALSE
1997-11-05,36,"3//4080",380,FALSE
1997-12-03,32,"3//4080",349,FALSE
1997-12-29,33,"3//4080",305,FALSE
1998-01-27,31,"3//4080",196,FALSE
1998-02-25,33,"3//4080",301,FALSE
1998-03-24,33,"3//4080",204,FALSE
1997-12-02,28,"3//43090",349,FALSE
1997-10-08,25,"3//440",259,FALSE
1997-11-06,30,"3//440",380,FALSE
1997-12-02,29,"3//44090",349,FALSE
1998-02-26,39,"3//451060",301,FALSE
1998-03-26,39,"3//451060",204,FALSE
1998-09-09,15,"3//45108090",151,FALSE
1998-10-06,17,"3//45108090",140,FALSE
1998-04-21,37,"3//45204090",138,FALSE
1998-05-19,37,"3//45204090",78,FALSE
1998-09-09,52,"3//45206070",151,FALSE
1998-10-06,48,"3//45206070",140,FALSE
1998-04-21,28,"3//45304090",138,FALSE
1998-05-19,26,"3//45304090",78,FALSE
1998-11-03,51,"3//453070100",201,FALSE
1998-09-10,40,"3//45406080",151,FALSE
1998-10-07,40,"3//45406080",140,FALSE
1998-09-10,45,"3//45406090",151,FALSE
1998-10-06,45,"3//45406090",140,FALSE
1998-11-03,48,"3//45406090",201,FALSE
1998-12-02,43,"3//45406090",206,FALSE
1998-02-26,39,"3//454090",301,FALSE
1998-02-26,22,"3//455060",301,FALSE
1998-02-26,23,"3//455090",301,FALSE
1997-11-07,22,"3//4580",380,FALSE
1997-12-02,22,"3//4580",349,FALSE
1997-11-07,30,"3//4590",380,FALSE
1997-11-07,27,"3//46100",380,FALSE
1997-12-02,26,"3//46100",349,FALSE
1998-04-22,29,"3//46104060",138,FALSE
1998-04-22,34,"3//46105080",138,FALSE
1998-05-19,35,"3//46105080",78,TRUE
1998-09-08,42,"3//46105080",151,FALSE
1998-02-26,28,"3//461090",301,FALSE
1998-03-24,27,"3//461090",204,FALSE
1997-12-29,30,"3//4620",305,FALSE
1998-04-23,31,"3//46204090",138,TRUE
1998-05-20,38,"3//46204090",78,TRUE
1998-02-26,22,"3//462070",301,FALSE
1998-02-26,28,"3//462090",301,FALSE
1998-03-25,30,"3//462090",204,FALSE
1998-04-21,30,"3//462090",138,FALSE
1998-04-23,42,"3//46305080",138,FALSE
1998-05-19,35,"3//46305080",78,FALSE
1998-06-16,57,"3//46305080",50,FALSE
1998-07-14,51,"3//46305080",70,FALSE
1997-11-07,43,"3//4640",380,FALSE
1997-12-02,37,"3//4640",349,FALSE
1998-02-26,27,"3//464070",301,FALSE
1998-03-24,32,"3//464070",204,FALSE
1998-02-26,23,"3//464080",301,FALSE
1998-03-24,28,"3//464080",204,FALSE
1997-11-07,37,"3//4690",380,FALSE
1997-12-03,33,"3//4690",349,FALSE
1997-10-08,22,"3//47",259,FALSE
1997-11-05,29,"3//47",380,FALSE
1997-10-08,58,"3//470",259,FALSE
1997-11-07,16,"3//47100",380,FALSE
1997-12-02,21,"3//47100",349,FALSE
1998-02-26,23,"3//4710100",301,FALSE
1997-11-07,24,"3//4730",380,FALSE
1998-05-19,41,"3//47305060",78,TRUE
1998-05-19,29,"3//47305070",78,TRUE
1998-02-27,27,"3//473070",301,FALSE
1998-03-24,32,"3//473070",204,FALSE
1998-04-23,35,"3//473070",138,FALSE
1998-02-27,24,"3//4740100",301,FALSE
1998-03-24,27,"3//4740100",204,FALSE
1998-04-21,23,"3//4740100",138,FALSE
1998-05-19,29,"3//4740100",78,FALSE
1998-06-16,46,"3//4740100",50,FALSE
1997-11-07,25,"3//4750",380,FALSE
1997-12-03,22,"3//4750",349,FALSE
1997-12-30,19,"3//4750",305,FALSE
1998-02-27,27,"3//475090",301,FALSE
1998-03-24,27,"3//475090",204,FALSE
1997-12-29,26,"3//4760",305,FALSE
1998-01-27,24,"3//4760",196,FALSE
1997-11-07,41,"3//4790",380,FALSE
1998-01-27,29,"3//4790",196,FALSE
1997-10-08,29,"3//480",259,FALSE
1998-05-20,37,"3//48102080",78,TRUE
1998-02-27,34,"3//4820100",301,FALSE
1998-06-16,47,"3//48203060",50,TRUE
1997-12-02,32,"3//4840",349,FALSE
1997-12-31,27,"3//4840",305,FALSE
1997-12-02,40,"3//51070",349,FALSE
1998-01-27,25,"3//52060",196,FALSE
1998-02-26,30,"3//52060",301,FALSE
1998-03-24,27,"3//52060",204,FALSE
1998-01-27,41,"3//52070",196,FALSE
1997-12-02,32,"3//53060",349,FALSE
1997-12-02,17,"3//54080",349,FALSE
1997-12-02,37,"3//62060",349,FALSE
1997-12-02,33,"3//62070",349,FALSE
1997-12-29,23,"3//62070",305,FALSE
1998-01-27,22,"3//62070",196,FALSE
1998-02-25,25,"3//62070",301,FALSE
1998-03-25,29,"3//62070",204,FALSE
1997-12-03,22,"3//710100",349,FALSE
1997-10-09,38,"3//720",259,FALSE
1997-10-09,44,"3//730",259,FALSE
1997-12-03,34,"3//750100",349,FALSE
1997-12-03,36,"3//75090",349,FALSE
1997-12-04,44,"3//760",349,FALSE
1997-12-29,37,"3//760",305,FALSE
1997-12-04,21,"3//81080",349,FALSE
1997-12-04,37,"3//820100",349,FALSE
1997-12-31,31,"3//820100",305,FALSE
1997-12-04,19,"3//83080",349,FALSE
1997-10-09,51,"3//870",259,FALSE
1997-10-09,42,"3//890",259,FALSE
1998-10-06,32,"4//11090",140,FALSE
1998-11-03,38,"4//11090",201,FALSE
1998-10-06,14,"4//130100",140,FALSE
1998-11-05,19,"4//130100",201,FALSE
1999-01-28,31,"4//15107090",75,FALSE
1999-02-23,19,"4//156106080",30,FALSE
1999-03-10,20,"4//156106080",8,FALSE
1999-02-25,26,"4//16108090",30,FALSE
1999-10-05,55,"4//16506080",177,FALSE
1998-12-01,25,"4//17204070",206,FALSE
1999-06-16,67,"4//17204070",24,TRUE
1999-04-20,56,"4//172080100 B",8,TRUE
1999-09-09,59,"4//172080100 B",139,FALSE
1999-10-05,58,"4//172080100 B",177,FALSE
1998-12-01,28,"4//173050100",206,FALSE
1999-06-15,93,"4//173060100",24,FALSE
1999-06-15,34,"4//17407090",24,FALSE
1999-06-15,56,"4//174080100",24,FALSE
1999-06-15,30,"4//17408090",24,TRUE
1999-06-15,33,"4//174090100",24,FALSE
1999-07-13,58,"4//174090100",38,TRUE
1999-06-17,41,"4//17508090",24,TRUE
1998-12-01,39,"4//18103060",206,FALSE
1998-12-01,23,"4//18104090",206,FALSE
1998-12-01,23,"4//18105080",206,FALSE
1998-12-02,23,"4//18305060",206,FALSE
1999-07-13,39,"4//183090100",38,FALSE
1999-11-02,51,"4//183090100",320,FALSE
1999-12-01,52,"4//183090100",351,FALSE
1999-07-13,46,"4//18406080",38,TRUE
1999-07-13,39,"4//18408090",38,TRUE
1999-10-06,44,"4//18408090",177,FALSE
1999-11-02,50,"4//18408090",320,FALSE
1999-08-12,61,"4//184090100",86,TRUE
1999-10-05,54,"4//184090100",177,FALSE
1999-07-13,47,"4//18506070100",38,FALSE
1999-11-03,42,"4//18506070100",320,FALSE
1999-11-30,50,"4//18506080",351,FALSE
1999-09-07,52,"4//18508090",139,FALSE
1998-12-03,28,"4//1870",206,FALSE
1998-10-08,46,"4//23060",140,FALSE
1998-11-05,43,"4//23060",201,FALSE
1998-12-02,31,"4//25102080",206,FALSE
1998-12-30,25,"4//25102080",188,FALSE
1999-01-26,27,"4//25102080",75,FALSE
1999-02-23,26,"4//25102080",30,FALSE
1998-12-02,38,"4//25103080",206,FALSE
1998-12-03,22,"4//251040100",206,FALSE
1998-12-02,25,"4//25104060",206,FALSE
1998-11-03,46,"4//2550100",201,FALSE
1999-11-30,35,"4//255080100",351,FALSE
1999-08-10,23,"4//25508090",86,FALSE
1999-10-06,58,"4//255090100",177,FALSE
1999-11-02,54,"4//255090100",320,FALSE
1998-10-06,21,"4//2570",140,FALSE
1998-12-29,22,"4//2570",188,FALSE
1998-11-03,28,"4//262060",201,FALSE
1999-10-05,44,"4//26307080",177,FALSE
1999-12-01,56,"4//26307090",351,FALSE
1999-08-11,37,"4//263080100",86,FALSE
1999-09-08,48,"4//263080100",139,FALSE
1999-10-05,39,"4//263080100",177,FALSE
1998-11-03,25,"4//264060",201,FALSE
1999-08-11,49,"4//264080100",86,TRUE
1999-12-01,44,"4//264080100",351,FALSE
1999-08-11,32,"4//264090100",86,FALSE
1999-11-30,50,"4//264090100",351,FALSE
1999-11-30,47,"4//26507080",351,FALSE
1999-08-11,46,"4//26507090",86,FALSE
1999-09-07,48,"4//26507090",139,FALSE
1999-10-05,42,"4//26507090",177,FALSE
1999-11-02,44,"4//26507090",320,FALSE
1998-12-01,34,"4//2670",206,FALSE
1998-11-03,33,"4//2710100",201,FALSE
1999-08-12,43,"4//272060100",86,FALSE
1999-09-09,51,"4//272060100",139,FALSE
1999-08-12,34,"4//272080100",86,TRUE
1998-11-03,21,"4//273080",201,FALSE
1998-11-03,34,"4//274070",201,FALSE
1998-10-07,32,"4//2750",140,FALSE
1998-11-03,32,"4//2750",201,FALSE
1998-11-03,23,"4//275090",201,FALSE
1998-11-03,33,"4//281070",201,FALSE
1998-12-01,26,"4//281070",206,FALSE
1998-12-30,20,"4//281070",188,FALSE
1998-11-04,29,"4//284060",201,FALSE
1999-01-26,23,"4//351060",75,FALSE
1998-11-04,32,"4//351070",201,FALSE
1998-11-04,41,"4//3520100",201,FALSE
1999-12-28,37,"4//35307080",332,FALSE
1999-09-07,16,"4//35407090",139,FALSE
1999-10-05,28,"4//35407090",177,FALSE
1999-11-02,32,"4//35407090",320,FALSE
1998-11-04,30,"4//354080",201,FALSE
1998-12-02,21,"4//354080",206,FALSE
1999-09-07,15,"4//355070100",139,FALSE
1999-10-06,26,"4//355070100",177,FALSE
1999-11-04,28,"4//355070100",320,FALSE
1999-11-30,32,"4//355070100",351,FALSE
1999-12-29,25,"4//355070100",332,FALSE
2000-01-26,20,"4//355070100",197,FALSE
2000-02-22,30,"4//355070100",125,FALSE
1999-12-01,40,"4//35507090",351,FALSE
1998-11-04,24,"4//355080",201,FALSE
1999-11-02,49,"4//362060100",320,FALSE
1999-11-30,55,"4//362060100",351,FALSE
1999-09-07,44,"4//36206090",139,FALSE
1999-09-08,52,"4//3630407080",139,FALSE
1999-10-06,45,"4//3630407080",177,FALSE
1999-11-03,40,"4//3630407080",320,FALSE
1999-11-30,43,"4//3630407080",351,FALSE
1999-10-05,59,"4//363060100",177,FALSE
1999-11-02,61,"4//363060100",320,FALSE
1999-11-30,49,"4//364060100",351,FALSE
1999-09-08,56,"4//36406090",139,FALSE
1999-12-28,31,"4//365060100",332,FALSE
1999-11-03,25,"4//36507080",320,FALSE
1998-11-05,43,"4//365080",201,FALSE
1999-09-08,47,"4//371060100",139,FALSE
1999-10-05,42,"4//371060100",177,FALSE
1999-11-03,48,"4//371060100",320,FALSE
1999-11-04,46,"4//37107080",320,FALSE
1999-11-30,45,"4//37107080",351,FALSE
1999-12-29,37,"4//37107080",332,FALSE
1998-12-29,22,"4//37205060",188,FALSE
1999-01-26,27,"4//37205060",75,FALSE
1999-11-30,43,"4//37207090",351,FALSE
1999-12-28,42,"4//37207090",332,FALSE
1999-09-09,42,"4//372090100",139,FALSE
1998-12-29,35,"4//37304090",188,FALSE
1998-12-29,19,"4//373050100",188,FALSE
1999-11-02,45,"4//373060100",320,FALSE
1998-12-30,24,"4//38103060",188,FALSE
1999-10-05,47,"4//473060100",177,FALSE
1999-10-05,51,"4//47506070",177,FALSE
1999-11-03,53,"4//47506070",320,FALSE
1999-11-30,48,"4//47506070",351,FALSE
1999-10-05,47,"4//47506090",177,FALSE
1999-11-03,46,"4//47506090",320,FALSE
1999-11-30,44,"4//47506090",351,FALSE
1999-12-28,42,"4//47506090",332,FALSE
2000-01-25,37,"4//47506090",197,FALSE
1999-12-28,33,"4//475080100",332,FALSE
2000-01-25,29,"4//475080100",197,FALSE
2000-02-24,31,"4//475080100",125,FALSE
2000-03-21,32,"4//475080100",73,FALSE
2000-04-18,35,"4//475080100",26,FALSE
2000-05-17,47,"4//475080100",27,TRUE
1999-01-26,21,"4//48105080",75,FALSE
1999-12-01,24,"4//481090100",351,FALSE
1999-01-26,25,"4//48205090",75,FALSE
1999-02-23,24,"4//48205090",30,FALSE
1999-11-30,25,"4//48206080",351,FALSE
1999-12-28,24,"4//48206080",332,FALSE
1999-10-05,20,"4//48207090",177,FALSE
1999-11-02,21,"4//48207090",320,FALSE
1999-10-05,24,"4//48208090",177,FALSE
1999-10-05,36,"4//48306090",177,FALSE
1999-11-03,30,"4//48306090",320,FALSE
1999-01-27,20,"4//484050100",75,FALSE
1999-10-06,20,"4//484060100",177,FALSE
1999-11-02,23,"4//484060100",320,FALSE
1999-11-30,27,"4//484060100",351,FALSE
1999-12-28,21,"4//484060100",332,FALSE
1999-10-06,34,"4//48406080",177,FALSE
2000-01-25,35,"4//48406080",197,FALSE
2000-02-22,36,"4//48406080",125,FALSE
1999-10-06,51,"4//48407080",177,FALSE
1999-10-06,27,"4//48408090",177,FALSE
1999-11-03,29,"4//48408090",320,FALSE
1999-12-01,30,"4//48408090",351,FALSE
1999-12-01,25,"4//48506080",351,FALSE
1999-12-29,23,"4//48506080",332,FALSE
2000-01-26,24,"4//48506080",197,FALSE
2000-02-23,26,"4//48506080",125,FALSE
1999-11-03,28,"5//10206090",320,FALSE
1999-12-29,23,"5//102070100",332,FALSE
2000-01-25,24,"5//102070100",197,FALSE
1999-12-29,30,"5//102080100",332,FALSE
1999-11-03,47,"5//103070100",320,FALSE
1999-11-03,23,"5//10307080",320,FALSE
1999-11-03,23,"5//10406070",320,FALSE
1999-12-01,25,"5//10406070",351,FALSE
1999-11-03,51,"5//10406080",320,FALSE
1999-11-30,52,"5//10406080",351,FALSE
1999-12-28,44,"5//10406080",332,FALSE
2000-01-25,46,"5//10406080",197,FALSE
1999-11-03,34,"5//104070100",320,FALSE
1999-11-30,35,"5//104070100",351,FALSE
1999-12-29,31,"5//104070100",332,FALSE
2000-01-25,30,"5//104070100",197,FALSE
1999-11-03,29,"5//10408090",320,FALSE
1999-11-03,29,"5//10506070",320,FALSE
1999-11-03,22,"5//10506080",320,FALSE
1999-12-02,25,"5//10506080",351,FALSE
1999-11-03,53,"5//10508090",320,FALSE
1999-11-30,54,"5//10508090",351,FALSE
2000-02-22,23,"5//11030100",125,FALSE
2000-03-22,24,"5//11030100",73,FALSE
1999-12-30,32,"5//1103060100",332,FALSE
1999-12-30,29,"5//110306090",332,FALSE
2000-01-26,30,"5//110306090",197,FALSE
1999-12-30,29,"5//110408090",332,FALSE
1999-11-03,45,"5//1105060",320,FALSE
1999-12-01,48,"5//1105060",351,FALSE
2000-02-22,40,"5//1105060",125,FALSE
1999-11-03,34,"5//1105070",320,FALSE
1999-12-30,21,"5//120307090",332,FALSE
1999-11-03,25,"5//1203080",320,FALSE
1999-11-30,28,"5//1203080",351,FALSE
1999-12-29,28,"5//1203080",332,FALSE
1999-12-29,28,"5//1204060",332,FALSE
2000-01-25,22,"5//120407080",197,FALSE
1999-11-04,35,"5//12060100",320,FALSE
1999-11-30,33,"5//12060100",351,FALSE
2000-01-25,20,"5//130406070",197,FALSE
2000-02-22,18,"5//130406070",125,FALSE
2000-01-25,24,"5//1304070100",197,FALSE
1999-11-04,34,"5//1304080",320,FALSE
1999-11-04,54,"5//13080100",320,FALSE
1999-11-30,51,"5//13080100",351,FALSE
1999-12-28,47,"5//13080100",332,FALSE
1999-11-04,58,"5//1308090",320,FALSE
1999-12-01,56,"5//1308090",351,FALSE
1999-11-04,51,"5//13090100",320,FALSE
2000-01-26,28,"5//140506070",197,FALSE
2000-02-23,25,"5//140506070",125,FALSE
2000-04-19,33,"5//140507080",26,FALSE
2000-01-27,29,"5//140508090",197,FALSE
1999-11-04,25,"5//1405090",320,FALSE
1999-12-02,20,"5//1405090",351,FALSE
1999-11-04,42,"5//1406070",320,FALSE
1999-11-04,16,"5//1406080",320,FALSE
1999-12-01,20,"5//1406080",351,FALSE
1999-10-06,30,"5//16",177,FALSE
1999-11-03,26,"5//16",320,FALSE
1999-11-30,28,"5//16",351,FALSE
1999-10-06,48,"5//180",177,FALSE
2000-02-22,22,"5//18105060",125,FALSE
2000-03-21,25,"5//18105060",73,FALSE
2000-02-22,23,"5//181060100",125,FALSE
2000-02-22,19,"5//181090100",125,FALSE
2000-02-22,27,"5//18203090",125,FALSE
2000-02-23,21,"5//18205060",125,FALSE
2000-02-23,23,"5//18205070",125,FALSE
2000-03-21,30,"5//18205070",73,FALSE
1999-10-07,31,"5//220",177,FALSE
1999-11-04,32,"5//220",320,FALSE
1999-12-01,30,"5//220",351,FALSE
2000-04-19,23,"5//2305090100",26,FALSE
2000-05-16,27,"5//2305090100",27,FALSE
2000-05-16,33,"5//251080100",27,TRUE
2000-08-09,58,"5//251080100",44,FALSE
2000-06-13,40,"5//253070100",17,TRUE
2000-11-28,32,"5//25407080",102,FALSE
2000-11-02,21,"5//26207080",107,FALSE
2000-07-05,6,"5//26304080",30,FALSE
2000-10-03,41,"5//26306090",86,FALSE
2000-07-12,56,"5//2673090100",32,FALSE
2001-07-10,26,"5//28406080",20,FALSE
