"DATE1","DATE2","W1","W2","TOE","FER1","FER2","POP"
1996-12-03,1997-01-07,22,20,"2//48104060",TRUE,TRUE,406
1997-01-07,1997-01-29,20,33,"2//48104060",TRUE,TRUE,297
1996-11-07,1996-12-04,19,17,"2//48104080",TRUE,TRUE,320
1996-11-07,1996-12-04,17,19,"2//48104090",TRUE,TRUE,320
1996-11-07,1996-12-05,14,19,"2//48203060",TRUE,TRUE,320
1996-11-07,1996-12-03,21,21,"2//48204080",TRUE,TRUE,320
1997-01-08,1997-01-30,23,23,"2//48205060",TRUE,TRUE,297
1996-11-07,1996-12-04,23,25,"2//48205070",TRUE,TRUE,320
1996-12-04,1997-01-09,25,21,"2//48205070",TRUE,TRUE,406
1997-01-09,1997-01-28,21,22,"2//48205070",TRUE,TRUE,297
1996-11-07,1996-12-03,17,20,"2//48305090",TRUE,TRUE,320
1996-12-03,1997-01-08,20,19,"2//48305090",TRUE,TRUE,406
1997-01-08,1997-01-28,19,17,"2//48305090",TRUE,TRUE,297
1996-12-03,1997-01-07,29,25,"2//15106070",TRUE,TRUE,406
1997-01-07,1997-01-28,25,20,"2//15106070",TRUE,TRUE,297
1996-12-03,1997-01-07,34,33,"2//15106080",TRUE,TRUE,406
1996-12-03,1997-01-07,32,25,"2//15406090",TRUE,TRUE,406
1996-12-03,1997-01-07,23,23,"2//15507080",TRUE,TRUE,406
1997-01-07,1997-01-28,23,19,"2//15507080",TRUE,TRUE,297
1996-12-03,1997-01-07,24,21,"2//155090100",TRUE,TRUE,406
1996-12-03,1997-01-07,21,15,"2//16107080",TRUE,TRUE,406
1996-12-03,1997-01-09,18,16,"2//16206070",TRUE,TRUE,406
1996-12-03,1997-01-07,29,24,"2//16307080",TRUE,TRUE,406
1996-12-03,1997-01-07,20,19,"2//163080100",TRUE,TRUE,406
1996-12-03,1997-01-07,26,22,"2//164060100",TRUE,TRUE,406
1997-01-07,1997-01-29,22,22,"2//164060100",TRUE,TRUE,297
1996-12-03,1997-01-07,34,27,"2//16506070",TRUE,TRUE,406
1996-12-04,1997-01-07,21,20,"2//171060100",TRUE,TRUE,406
1996-12-04,1997-01-08,24,20,"2//17106080",TRUE,TRUE,406
1997-01-08,1997-01-28,20,20,"2//17106080",TRUE,TRUE,297
1996-12-04,1997-01-07,20,18,"2//17206070",TRUE,TRUE,406
1997-01-07,1997-01-30,18,18,"2//17206070",TRUE,TRUE,297
1996-12-04,1997-01-07,37,35,"2//17406070",TRUE,TRUE,406
1996-12-04,1997-01-07,33,28,"2//17506070",TRUE,TRUE,406
1997-01-07,1997-01-29,28,43,"2//17506070",TRUE,TRUE,297
1997-01-29,1997-02-25,43,28,"2//17506070",TRUE,TRUE,204
1996-12-04,1997-01-08,18,17,"2//175070100",TRUE,TRUE,406
1996-12-04,1997-01-09,31,27,"2//175080100",TRUE,TRUE,406
1997-01-09,1997-01-30,27,28,"2//175080100",TRUE,TRUE,297
1997-01-30,1997-02-26,28,29,"2//175080100",TRUE,TRUE,204
1996-12-04,1997-01-08,27,24,"2//181090100",TRUE,TRUE,406
1996-12-04,1997-01-08,20,21,"2//18206090",TRUE,TRUE,406
1997-01-08,1997-01-29,21,21,"2//18206090",TRUE,TRUE,297
1996-12-04,1997-01-07,20,17,"2//182090100",TRUE,TRUE,406
1997-02-26,1997-03-28,17,24,"2//182090100",TRUE,TRUE,64
1996-12-05,1997-01-09,22,23,"2//185070100",TRUE,TRUE,406
1996-12-05,1997-01-07,27,23,"2//185080100",TRUE,TRUE,406
1996-12-05,1997-01-07,35,28,"2//18508090",TRUE,TRUE,406
1996-12-05,1997-01-09,23,22,"2//25106070",TRUE,TRUE,406
1997-01-09,1997-01-28,22,16,"2//25106070",TRUE,TRUE,297
1996-12-05,1997-01-07,38,32,"2//251080100",TRUE,TRUE,406
1996-12-05,1997-01-08,17,16,"2//25307090",TRUE,TRUE,406
1996-12-05,1997-01-08,39,33,"2//25308090",TRUE,TRUE,406
1997-01-08,1997-01-28,33,34,"2//25308090",TRUE,TRUE,297
1996-12-05,1997-01-07,22,20,"2//254060100",TRUE,TRUE,406
1997-01-07,1997-01-29,20,18,"2//254060100",TRUE,TRUE,297
1997-01-29,1997-02-27,18,17,"2//254060100",TRUE,TRUE,204
1996-12-05,1997-01-09,18,16,"2//25407090",TRUE,TRUE,406
1997-01-09,1997-01-28,16,20,"2//25407090",TRUE,TRUE,297
1997-01-07,1997-01-29,15,19,"2//254080100",TRUE,TRUE,297
1997-01-07,1997-01-28,19,19,"2//25506090",TRUE,TRUE,297
1997-01-28,1997-02-25,19,21,"2//25506090",TRUE,TRUE,204
1997-02-25,1997-03-28,21,23,"2//25506090",TRUE,TRUE,64
1997-01-07,1997-01-29,18,31,"2//26106090",TRUE,TRUE,297
1997-01-29,1997-02-25,31,18,"2//26106090",TRUE,TRUE,204
1997-01-07,1997-01-28,25,20,"2//261090100",TRUE,TRUE,297
1997-01-07,1997-01-29,19,31,"2//262060100",TRUE,TRUE,297
1997-01-07,1997-01-28,26,22,"2//26207080",TRUE,TRUE,297
1997-01-28,1997-02-26,22,24,"2//26207080",TRUE,TRUE,204
1997-01-07,1997-01-28,22,22,"2//262090100",TRUE,TRUE,297
1997-01-07,1997-01-28,23,15,"2//26306070",TRUE,TRUE,297
1997-01-07,1997-01-28,19,18,"2//26307080",TRUE,TRUE,297
1997-01-08,1997-01-28,27,23,"2//26506080",TRUE,TRUE,297
1997-01-08,1997-01-28,21,16,"2//265090100",TRUE,TRUE,297
1997-01-28,1997-02-27,16,22,"2//265090100",TRUE,TRUE,204
1997-01-08,1997-01-30,23,20,"2//27106080",TRUE,TRUE,297
1997-01-08,1997-01-29,22,21,"2//27206090",TRUE,TRUE,297
1997-01-09,1997-01-28,19,16,"2//274070100",TRUE,TRUE,297
1997-01-09,1997-01-28,25,23,"2//28106090",TRUE,TRUE,297
1997-01-09,1997-01-28,33,32,"2//28107080",TRUE,TRUE,297
1997-01-29,1997-02-26,30,18,"2//351070100",TRUE,TRUE,204
1997-04-25,1997-05-21,30,43,"2//351070100",TRUE,TRUE,31
1997-01-30,1997-02-27,25,26,"2//35308090",TRUE,TRUE,204
1997-02-26,1997-03-28,14,20,"2//36106090",TRUE,TRUE,64
1997-03-28,1997-04-24,20,23,"2//36106090",TRUE,TRUE,32
1997-08-12,1997-09-09,53,57,"2//36106090",TRUE,TRUE,95
1997-09-09,1997-10-07,57,57,"2//36106090",TRUE,TRUE,167
1997-02-27,1997-03-28,22,24,"2//36206080",TRUE,TRUE,64
1997-02-27,1997-03-28,15,19,"2//36206090",TRUE,TRUE,64
1997-03-28,1997-04-24,26,29,"2//362080100",TRUE,TRUE,32
1997-03-30,1997-04-24,23,24,"2//36308090",TRUE,TRUE,32
1997-10-08,1997-11-05,52,50,"2//36407090",TRUE,TRUE,259
1997-06-18,1997-07-17,27,63,"2//371080100",TRUE,TRUE,16
1997-06-19,1997-07-16,22,49,"2//37207090",TRUE,TRUE,16
1997-10-07,1997-11-05,63,48,"2//37207090",TRUE,TRUE,259
1997-11-07,1997-12-02,39,42,"2//373080100",TRUE,TRUE,380
1997-12-02,1997-12-29,42,37,"2//373080100",TRUE,TRUE,349
1997-07-16,1997-08-12,50,71,"2//374060100",TRUE,TRUE,46
1997-07-17,1997-08-12,59,60,"2//37306070",TRUE,TRUE,46
1997-07-17,1997-08-12,46,51,"2//37506090",TRUE,TRUE,46
1997-08-12,1997-09-09,42,56,"2//38208090",TRUE,TRUE,95
1997-08-12,1997-09-11,55,61,"2//382090100",TRUE,TRUE,95
1997-10-07,1997-11-05,42,47,"2//38307080",TRUE,TRUE,259
1997-11-05,1997-12-02,47,40,"2//38307080",TRUE,TRUE,380
1997-08-13,1997-09-10,51,51,"2//38406070",TRUE,TRUE,95
1997-09-10,1997-10-08,51,58,"2//38406070",TRUE,TRUE,167
1997-10-08,1997-11-06,48,47,"2//384070100",TRUE,TRUE,259
1997-10-08,1997-11-05,37,42,"2//38508090",TRUE,TRUE,259
1997-11-05,1997-12-02,42,42,"2//38508090",TRUE,TRUE,380
1997-08-13,1997-09-10,51,61,"2//45106080",TRUE,TRUE,95
1997-08-14,1997-09-11,33,68,"2//451090100",TRUE,TRUE,95
1997-10-07,1997-11-05,50,40,"2//45206070",TRUE,TRUE,259
1997-11-05,1997-12-02,40,36,"2//45206070",TRUE,TRUE,380
1997-09-09,1997-10-08,43,37,"2//453090100",TRUE,TRUE,167
1997-10-08,1997-11-06,37,41,"2//453090100",TRUE,TRUE,259
1997-09-09,1997-10-07,21,34,"2//454060100",TRUE,TRUE,167
1997-10-07,1997-11-05,34,34,"2//454060100",TRUE,TRUE,259
1997-11-05,1997-12-02,34,29,"2//454060100",TRUE,TRUE,380
1997-11-05,1997-12-04,55,48,"2//454090100",TRUE,TRUE,380
1997-09-09,1997-10-08,32,38,"2//455060100",TRUE,TRUE,167
1997-10-08,1997-11-07,38,41,"2//455060100",TRUE,TRUE,259
1997-09-09,1997-10-07,28,41,"2//455080100",TRUE,TRUE,167
1997-10-07,1997-11-06,41,44,"2//455080100",TRUE,TRUE,259
1997-11-06,1997-12-03,44,43,"2//455080100",TRUE,TRUE,380
1997-09-09,1997-10-07,42,41,"2//455090100",TRUE,TRUE,167
1997-09-09,1997-10-07,34,45,"2//46206070",TRUE,TRUE,167
1997-10-07,1997-11-05,45,38,"2//46206070",TRUE,TRUE,259
1997-12-04,1997-12-29,30,35,"2//46206080",TRUE,TRUE,349
1997-09-09,1997-10-09,29,35,"2//462070100",TRUE,TRUE,167
1997-09-10,1997-10-08,58,52,"2//371070100",TRUE,TRUE,167
1997-09-10,1997-10-07,57,58,"2//382060100",TRUE,TRUE,167
1997-11-06,1997-12-02,42,33,"2//46306070",TRUE,TRUE,380
1997-12-02,1997-12-29,33,30,"2//46306070",TRUE,TRUE,349
1997-12-29,1998-01-27,30,24,"2//46306070",TRUE,TRUE,305
1997-11-06,1997-12-02,43,38,"2//46307090",TRUE,TRUE,380
1997-12-02,1997-12-30,38,30,"2//46307090",TRUE,TRUE,349
1997-11-06,1997-12-03,36,41,"2//463090100",TRUE,TRUE,380
1997-09-10,1997-10-08,23,39,"2//465070100",TRUE,TRUE,167
1997-10-08,1997-11-05,39,40,"2//465070100",TRUE,TRUE,259
1997-11-05,1997-12-02,40,36,"2//465070100",TRUE,TRUE,380
1997-12-02,1997-12-29,36,33,"2//465070100",TRUE,TRUE,349
1997-09-10,1997-10-07,34,42,"2//465090100",TRUE,TRUE,167
1997-09-10,1997-10-08,24,33,"2//47106080",TRUE,TRUE,167
1997-10-08,1997-11-05,33,34,"2//47106080",TRUE,TRUE,259
1997-11-05,1997-12-02,34,31,"2//47106080",TRUE,TRUE,380
1997-12-02,1997-12-30,31,27,"2//47106080",TRUE,TRUE,349
1997-12-30,1998-01-28,27,26,"2//47106080",TRUE,TRUE,305
1998-01-28,1998-02-25,26,31,"2//47106080",TRUE,TRUE,196
1998-02-25,1998-03-24,31,33,"2//47106080",TRUE,TRUE,301
1998-03-24,1998-04-21,33,22,"2//47106080",TRUE,TRUE,204
1997-11-07,1997-12-02,59,54,"2//47108090",TRUE,TRUE,380
1998-01-27,1998-02-25,25,28,"2//47206070",TRUE,TRUE,196
1998-02-25,1998-03-24,28,31,"2//47206070",TRUE,TRUE,301
1997-09-11,1997-10-07,34,39,"2//47208090",TRUE,TRUE,167
1997-10-07,1997-11-06,39,38,"2//47208090",TRUE,TRUE,259
1997-09-11,1997-10-07,30,40,"2//47307090",TRUE,TRUE,167
1997-10-07,1997-11-06,64,50,"2//38206080",TRUE,TRUE,259
1997-11-06,1997-12-02,50,47,"2//38206080",TRUE,TRUE,380
1997-10-07,1997-11-05,27,32,"2//475090100",TRUE,TRUE,259
1997-10-07,1997-11-05,46,45,"2//482060100",TRUE,TRUE,259
1997-10-07,1997-11-07,25,26,"2//48206070",TRUE,TRUE,259
1997-10-07,1997-11-05,20,29,"2//483080100",TRUE,TRUE,259
1997-11-05,1997-12-02,29,24,"2//483080100",TRUE,TRUE,380
1997-12-02,1997-12-29,24,30,"2//483080100",TRUE,TRUE,349
1997-12-29,1998-01-29,30,22,"2//483080100",TRUE,TRUE,305
1998-01-29,1998-02-25,22,25,"2//483080100",TRUE,TRUE,196
1997-10-07,1997-11-05,41,32,"2//48407080",TRUE,TRUE,259
1997-11-05,1997-12-02,32,33,"2//48407080",TRUE,TRUE,380
1997-10-07,1997-11-05,39,44,"2//48408090",TRUE,TRUE,259
1997-10-07,1997-11-05,46,43,"2//485060100",TRUE,TRUE,259
1997-10-07,1997-11-05,42,49,"2//48506090",TRUE,TRUE,259
1997-11-05,1997-12-02,49,43,"2//48506090",TRUE,TRUE,380
1997-12-02,1997-12-29,43,41,"2//48506090",TRUE,TRUE,349
1997-12-29,1998-01-27,41,34,"2//48506090",TRUE,TRUE,305
1998-01-27,1998-02-25,34,37,"2//48506090",TRUE,TRUE,196
1998-02-25,1998-03-24,37,41,"2//48506090",TRUE,TRUE,301
1997-10-07,1997-11-05,53,43,"2//48507090",TRUE,TRUE,259
1997-10-07,1997-11-07,53,51,"2//48508090",TRUE,TRUE,259
1997-11-07,1997-12-02,51,49,"2//48508090",TRUE,TRUE,380
1997-12-02,1997-12-31,40,34,"3//2100",TRUE,TRUE,349
1997-12-29,1998-01-27,29,33,"3//360",TRUE,TRUE,305
1998-01-27,1998-02-26,33,35,"3//360",TRUE,TRUE,196
1997-10-08,1997-11-05,39,40,"3//380",TRUE,TRUE,259
1997-10-08,1997-11-06,25,30,"3//440",TRUE,TRUE,259
1997-11-06,1997-12-02,30,29,"3//440",TRUE,TRUE,380
1997-10-08,1997-11-05,22,29,"3//47",TRUE,TRUE,259
1997-11-05,1997-12-02,29,26,"3//47",TRUE,TRUE,380
1997-10-08,1997-11-05,58,45,"3//470",TRUE,TRUE,259
1997-10-08,1997-11-06,29,32,"3//480",TRUE,TRUE,259
1997-10-09,1997-11-06,38,43,"3//720",TRUE,TRUE,259
1997-10-09,1997-11-05,44,39,"3//730",TRUE,TRUE,259
1997-12-04,1997-12-29,44,37,"3//760",TRUE,TRUE,349
1997-12-29,1998-01-28,37,34,"3//760",TRUE,TRUE,305
1997-10-09,1997-11-07,51,36,"3//870",TRUE,TRUE,259
1997-10-09,1997-11-05,42,44,"3//890",TRUE,TRUE,259
1997-11-05,1997-12-03,49,45,"2//372090100",TRUE,TRUE,380
1997-11-05,1997-12-02,48,45,"2//385060100",TRUE,TRUE,380
1997-12-02,1997-12-29,45,38,"2//385060100",TRUE,TRUE,349
1997-11-05,1997-12-02,59,46,"2//45406080",TRUE,TRUE,380
1997-11-05,1997-12-02,49,45,"2//483070100",TRUE,TRUE,380
1997-11-05,1997-12-02,60,57,"3//1060",TRUE,TRUE,380
1997-11-05,1997-12-02,40,30,"3//1070",TRUE,TRUE,380
1997-11-05,1997-12-02,27,22,"3//12070",TRUE,TRUE,380
1997-11-05,1997-12-02,27,25,"3//12090",TRUE,TRUE,380
1997-12-02,1997-12-29,25,25,"3//12090",TRUE,TRUE,349
1997-12-29,1998-01-27,26,25,"3//130100",TRUE,TRUE,305
1998-01-27,1998-02-25,25,27,"3//130100",TRUE,TRUE,196
1998-02-25,1998-03-24,27,32,"3//130100",TRUE,TRUE,301
1998-03-24,1998-04-21,32,29,"3//130100",TRUE,TRUE,204
1997-11-05,1997-12-02,23,21,"3//13070",TRUE,TRUE,380
1997-12-02,1997-12-29,21,23,"3//13070",TRUE,TRUE,349
1997-11-05,1997-12-02,51,38,"3//1510",TRUE,TRUE,380
1997-11-05,1997-12-02,33,31,"3//1560",TRUE,TRUE,380
1997-11-05,1997-12-02,44,34,"3//1640",TRUE,TRUE,380
1997-12-02,1997-12-29,34,32,"3//1640",TRUE,TRUE,349
1997-12-29,1998-01-29,25,24,"3//1660",TRUE,TRUE,305
1998-01-29,1998-02-25,24,27,"3//1660",TRUE,TRUE,196
1998-02-25,1998-03-24,27,31,"3//1660",TRUE,TRUE,301
1998-03-24,1998-04-21,31,25,"3//1660",TRUE,TRUE,204
1998-04-21,1998-05-20,25,34,"3//1660",TRUE,TRUE,138
1998-05-20,1998-06-16,34,44,"3//1660",TRUE,TRUE,78
1998-06-16,1998-07-14,44,55,"3//1660",TRUE,TRUE,50
1998-09-09,1998-10-06,47,44,"3//1660",TRUE,TRUE,151
1998-10-06,1998-11-03,44,49,"3//1660",TRUE,TRUE,140
1997-11-05,1997-12-02,37,33,"3//1720",TRUE,TRUE,380
1997-11-05,1997-12-02,49,41,"3//1730",TRUE,TRUE,380
1997-11-05,1997-12-02,39,34,"3//1770",TRUE,TRUE,380
1998-01-28,1998-02-25,30,29,"3//1770",TRUE,TRUE,196
1997-11-05,1997-12-03,50,42,"3//1820",TRUE,TRUE,380
1997-11-05,1997-12-03,49,37,"3//1840",TRUE,TRUE,380
1997-11-05,1997-12-02,48,44,"3//1870",TRUE,TRUE,380
1997-11-05,1997-12-02,32,26,"3//2080",TRUE,TRUE,380
1997-12-02,1997-12-29,26,23,"3//2080",TRUE,TRUE,349
1997-11-05,1997-12-02,27,24,"3//2510",TRUE,TRUE,380
1997-12-02,1997-12-29,24,23,"3//2510",TRUE,TRUE,349
1997-12-29,1998-01-27,23,22,"3//2510",TRUE,TRUE,305
1998-01-27,1998-02-25,22,24,"3//2510",TRUE,TRUE,196
1998-02-25,1998-03-24,24,27,"3//2510",TRUE,TRUE,301
1998-03-24,1998-04-21,27,25,"3//2510",TRUE,TRUE,204
1997-11-05,1997-12-04,29,27,"3//2550",TRUE,TRUE,380
1997-12-04,1997-12-29,27,23,"3//2550",TRUE,TRUE,349
1997-11-05,1997-12-02,58,73,"3//2560",TRUE,TRUE,380
1998-01-27,1998-02-25,68,52,"3//2560",TRUE,TRUE,196
1997-11-05,1997-12-02,34,31,"3//2590",TRUE,TRUE,380
1997-12-02,1997-12-29,31,26,"3//2590",TRUE,TRUE,349
1997-12-29,1998-01-27,26,30,"3//2590",TRUE,TRUE,305
1998-01-27,1998-02-25,30,30,"3//2590",TRUE,TRUE,196
1997-11-05,1997-12-02,42,33,"3//2610",TRUE,TRUE,380
1997-12-02,1997-12-29,33,29,"3//2610",TRUE,TRUE,349
1997-11-05,1997-12-02,32,28,"3//2670",TRUE,TRUE,380
1997-12-29,1998-01-29,33,24,"3//2710",TRUE,TRUE,305
1998-01-29,1998-02-25,24,23,"3//2710",TRUE,TRUE,196
1997-11-05,1997-12-02,39,36,"3//27100",TRUE,TRUE,380
1998-01-27,1998-02-25,33,33,"3//27100",TRUE,TRUE,196
1997-11-05,1997-12-03,37,34,"3//2730",TRUE,TRUE,380
1997-12-29,1998-01-27,22,20,"3//2760",TRUE,TRUE,305
1997-11-05,1997-12-02,41,36,"3//2770",TRUE,TRUE,380
1997-12-02,1997-12-29,36,31,"3//2770",TRUE,TRUE,349
1997-11-05,1997-12-02,57,47,"3//30100",TRUE,TRUE,380
1997-11-05,1997-12-02,47,37,"3//3090",TRUE,TRUE,380
1997-11-05,1997-12-03,36,32,"3//4080",TRUE,TRUE,380
1997-12-03,1997-12-29,32,33,"3//4080",TRUE,TRUE,349
1997-12-29,1998-01-27,33,31,"3//4080",TRUE,TRUE,305
1998-01-27,1998-02-25,31,33,"3//4080",TRUE,TRUE,196
1998-02-25,1998-03-24,33,33,"3//4080",TRUE,TRUE,301
1998-03-24,1998-04-21,33,32,"3//4080",TRUE,TRUE,204
1997-11-06,1997-12-02,56,50,"2//47106070",TRUE,TRUE,380
1997-11-06,1997-12-02,37,32,"2//481060100",TRUE,TRUE,380
1997-11-06,1997-12-02,27,24,"3//210100",TRUE,TRUE,380
1997-11-06,1997-12-03,34,31,"3//220100",TRUE,TRUE,380
1998-01-27,1998-02-25,28,29,"3//220100",TRUE,TRUE,196
1997-11-06,1997-12-03,40,36,"3//22090",TRUE,TRUE,380
1997-12-03,1997-12-29,36,31,"3//22090",TRUE,TRUE,349
1997-11-06,1997-12-02,43,36,"3//240100",TRUE,TRUE,380
1997-11-06,1997-12-02,46,34,"3//24530100",TRUE,TRUE,380
1998-02-25,1998-03-24,38,34,"3//24530100",TRUE,TRUE,301
1998-03-24,1998-04-21,34,33,"3//24530100",TRUE,TRUE,204
1998-04-21,1998-05-20,33,38,"3//24530100",TRUE,TRUE,138
1998-05-20,1998-06-17,38,42,"3//24530100",TRUE,TRUE,78
1997-11-06,1997-12-02,59,49,"3//2880",TRUE,TRUE,380
1997-12-02,1997-12-29,49,52,"3//2880",TRUE,TRUE,349
1997-12-29,1998-01-27,52,46,"3//2880",TRUE,TRUE,305
1998-01-27,1998-02-25,46,50,"3//2880",TRUE,TRUE,196
1998-02-25,1998-03-24,50,46,"3//2880",TRUE,TRUE,301
1997-11-06,1997-12-02,19,20,"3//3540",TRUE,TRUE,380
1997-11-06,1997-12-02,22,20,"3//3560",TRUE,TRUE,380
1997-11-06,1997-12-02,17,18,"3//3610",TRUE,TRUE,380
1998-02-26,1998-03-24,21,31,"3//3710",TRUE,TRUE,301
1997-11-06,1997-12-02,28,26,"3//3720",TRUE,TRUE,380
1997-11-06,1997-12-03,31,29,"3//3890",TRUE,TRUE,380
1998-01-27,1998-02-25,28,29,"3//33080",TRUE,TRUE,196
1997-11-07,1997-12-02,33,28,"3//33090",TRUE,TRUE,380
1997-11-07,1997-12-04,41,32,"3//34080",TRUE,TRUE,380
1997-11-07,1997-12-02,37,32,"3//34090",TRUE,TRUE,380
1997-12-02,1997-12-30,32,30,"3//34090",TRUE,TRUE,349
1997-11-07,1997-12-02,23,25,"3//350100",TRUE,TRUE,380
1997-12-02,1997-12-29,25,23,"3//350100",TRUE,TRUE,349
1997-12-29,1998-01-27,23,26,"3//350100",TRUE,TRUE,305
1997-11-07,1997-12-03,52,49,"3//35070",TRUE,TRUE,380
1997-12-03,1997-12-31,49,41,"3//35070",TRUE,TRUE,349
1997-11-07,1997-12-02,22,22,"3//4580",TRUE,TRUE,380
1997-12-02,1997-12-30,22,20,"3//4580",TRUE,TRUE,349
1997-11-07,1997-12-02,30,29,"3//4590",TRUE,TRUE,380
1997-11-07,1997-12-02,27,26,"3//46100",TRUE,TRUE,380
1997-12-02,1997-12-29,26,22,"3//46100",TRUE,TRUE,349
1997-12-29,1998-01-27,30,26,"3//4620",TRUE,TRUE,305
1997-11-07,1997-12-02,43,37,"3//4640",TRUE,TRUE,380
1997-12-02,1997-12-29,37,27,"3//4640",TRUE,TRUE,349
1997-11-07,1997-12-03,37,33,"3//4690",TRUE,TRUE,380
1997-12-03,1997-12-29,33,24,"3//4690",TRUE,TRUE,349
1997-11-07,1997-12-02,16,21,"3//47100",TRUE,TRUE,380
1997-12-02,1997-12-30,21,19,"3//47100",TRUE,TRUE,349
1997-11-07,1997-12-02,24,21,"3//4730",TRUE,TRUE,380
1997-11-07,1997-12-03,25,22,"3//4750",TRUE,TRUE,380
1997-12-03,1997-12-30,22,19,"3//4750",TRUE,TRUE,349
1997-12-30,1998-01-27,19,21,"3//4750",TRUE,TRUE,305
1997-12-29,1998-01-27,26,24,"3//4760",TRUE,TRUE,305
1998-01-27,1998-02-25,24,25,"3//4760",TRUE,TRUE,196
1997-11-07,1997-12-03,41,38,"3//4790",TRUE,TRUE,380
1998-01-27,1998-02-25,29,32,"3//4790",TRUE,TRUE,196
1997-12-02,1997-12-30,28,20,"3//43090",TRUE,TRUE,349
1997-12-02,1997-12-29,29,22,"3//44090",TRUE,TRUE,349
1997-12-02,1997-12-31,32,27,"3//4840",TRUE,TRUE,349
1997-12-31,1998-01-27,27,30,"3//4840",TRUE,TRUE,305
1997-12-02,1997-12-29,40,37,"3//51070",TRUE,TRUE,349
1998-01-27,1998-02-26,25,30,"3//52060",TRUE,TRUE,196
1998-02-26,1998-03-24,30,27,"3//52060",TRUE,TRUE,301
1998-03-24,1998-04-21,27,27,"3//52060",TRUE,TRUE,204
1998-01-27,1998-02-25,41,41,"3//52070",TRUE,TRUE,196
1997-12-02,1997-12-30,32,25,"3//53060",TRUE,TRUE,349
1997-12-02,1997-12-30,17,17,"3//54080",TRUE,TRUE,349
1997-12-02,1997-12-29,37,29,"3//62060",TRUE,TRUE,349
1997-12-02,1997-12-29,33,23,"3//62070",TRUE,TRUE,349
1997-12-29,1998-01-27,23,22,"3//62070",TRUE,TRUE,305
1998-01-27,1998-02-25,22,25,"3//62070",TRUE,TRUE,196
1998-02-25,1998-03-25,25,29,"3//62070",TRUE,TRUE,301
1998-03-25,1998-04-21,29,31,"3//62070",TRUE,TRUE,204
1997-12-03,1997-12-30,22,16,"3//710100",TRUE,TRUE,349
1997-12-03,1997-12-29,34,27,"3//750100",TRUE,TRUE,349
1997-12-03,1997-12-29,36,34,"3//75090",TRUE,TRUE,349
1997-12-04,1997-12-29,30,27,"3//151090",TRUE,TRUE,349
1997-12-04,1997-12-29,21,21,"3//81080",TRUE,TRUE,349
1997-12-04,1997-12-31,37,31,"3//820100",TRUE,TRUE,349
1997-12-31,1998-01-27,31,23,"3//820100",TRUE,TRUE,305
1997-12-04,1997-12-30,19,16,"3//83080",TRUE,TRUE,349
1997-12-29,1998-01-27,26,26,"3//1540100",TRUE,TRUE,305
1997-12-29,1998-01-27,19,20,"3//1550100",TRUE,TRUE,305
1998-01-27,1998-02-26,20,27,"3//1550100",TRUE,TRUE,196
1998-02-26,1998-03-24,27,22,"3//1550100",TRUE,TRUE,301
1998-03-24,1998-04-21,22,28,"3//1550100",TRUE,TRUE,204
1998-04-21,1998-05-19,28,25,"3//1550100",TRUE,TRUE,138
1998-02-26,1998-03-24,42,42,"3//162080",TRUE,TRUE,301
1998-03-24,1998-04-23,42,40,"3//162080",TRUE,TRUE,204
1997-12-29,1998-01-28,23,23,"3//163080",TRUE,TRUE,305
1998-01-28,1998-02-25,23,26,"3//163080",TRUE,TRUE,196
1998-02-25,1998-03-24,26,38,"3//163080",TRUE,TRUE,301
1998-03-24,1998-04-21,38,30,"3//163080",TRUE,TRUE,204
1997-12-29,1998-01-29,21,20,"3//1640100",TRUE,TRUE,305
1998-01-29,1998-02-25,20,22,"3//1640100",TRUE,TRUE,196
1998-02-25,1998-03-24,22,26,"3//1640100",TRUE,TRUE,301
1997-12-30,1998-01-27,35,37,"3//1720100",TRUE,TRUE,305
1997-12-30,1998-01-27,24,24,"3//172090",TRUE,TRUE,305
1998-01-27,1998-02-25,24,26,"3//172090",TRUE,TRUE,196
1998-02-25,1998-03-24,26,36,"3//172090",TRUE,TRUE,301
1998-03-24,1998-04-21,36,25,"3//172090",TRUE,TRUE,204
1997-12-30,1998-01-27,29,27,"3//173080",TRUE,TRUE,305
1997-12-30,1998-01-27,35,35,"3//183070",TRUE,TRUE,305
1998-02-25,1998-03-24,27,25,"3//1850100",TRUE,TRUE,301
1997-12-31,1998-01-27,38,29,"3//261060",TRUE,TRUE,305
1998-01-27,1998-02-25,24,24,"3//261070",TRUE,TRUE,196
1998-01-27,1998-02-26,26,30,"3//2620100",TRUE,TRUE,196
1998-02-26,1998-03-24,30,25,"3//2620100",TRUE,TRUE,301
1998-03-24,1998-04-21,25,31,"3//2620100",TRUE,TRUE,204
1998-01-27,1998-02-27,24,26,"3//2640100",TRUE,TRUE,196
1998-02-27,1998-03-25,26,25,"3//2640100",TRUE,TRUE,301
1998-03-25,1998-04-22,25,26,"3//2640100",TRUE,TRUE,204
1998-04-22,1998-05-20,26,24,"3//2640100",TRUE,TRUE,138
1998-01-27,1998-02-25,33,30,"3//264060",TRUE,TRUE,196
1998-02-25,1998-03-25,30,33,"3//264060",TRUE,TRUE,301
1998-01-27,1998-02-25,22,22,"3//265090",TRUE,TRUE,196
1998-01-27,1998-02-26,18,23,"3//272070",TRUE,TRUE,196
1998-02-26,1998-03-24,23,25,"3//272070",TRUE,TRUE,301
