"DATE1","DATE2","W1","W2","TOE","FER1","FER2","POP"
1998-03-24,1998-04-22,25,22,"3//272070",TRUE,TRUE,204
1998-04-22,1998-05-19,22,23,"3//272070",TRUE,TRUE,138
1998-01-27,1998-02-25,23,25,"3//274090",TRUE,TRUE,196
1998-02-25,1998-03-24,25,26,"3//274090",TRUE,TRUE,301
1998-03-24,1998-04-21,30,27,"3//284090",TRUE,TRUE,204
1998-03-24,1998-04-21,28,24,"3//285070",TRUE,TRUE,204
1998-04-21,1998-05-21,24,37,"3//285070",TRUE,TRUE,138
1998-05-21,1998-06-17,37,44,"3//285070",TRUE,TRUE,78
1998-06-17,1998-07-15,44,41,"3//285070",TRUE,TRUE,50
1998-02-25,1998-03-24,32,41,"3//351070",TRUE,TRUE,301
1998-02-25,1998-03-24,30,29,"3//352090",TRUE,TRUE,301
1998-03-24,1998-04-21,29,27,"3//352090",TRUE,TRUE,204
1998-04-21,1998-05-19,27,33,"3//352090",TRUE,TRUE,138
1998-10-06,1998-11-05,63,59,"3//3530100",TRUE,TRUE,140
1998-11-05,1998-12-02,59,57,"3//3530100",TRUE,TRUE,201
1998-02-25,1998-03-25,29,31,"3//353090",TRUE,TRUE,301
1998-03-25,1998-04-21,31,28,"3//353090",TRUE,TRUE,204
1998-04-21,1998-05-20,28,36,"3//353090",TRUE,TRUE,138
1998-05-20,1998-06-18,36,39,"3//353090",TRUE,TRUE,78
1998-02-25,1998-03-24,23,23,"3//361070",TRUE,TRUE,301
1998-02-25,1998-03-24,28,28,"3//361080",TRUE,TRUE,301
1998-03-24,1998-04-21,28,28,"3//361080",TRUE,TRUE,204
1998-04-21,1998-05-19,28,35,"3//361080",TRUE,TRUE,138
1998-09-08,1998-10-06,50,48,"3//361080",TRUE,TRUE,151
1998-10-06,1998-11-04,48,47,"3//361080",TRUE,TRUE,140
1998-02-25,1998-03-24,28,35,"3//362070",TRUE,TRUE,301
1998-03-24,1998-04-21,35,31,"3//362070",TRUE,TRUE,204
1998-04-21,1998-05-19,31,38,"3//362070",TRUE,TRUE,138
1998-02-25,1998-03-25,29,31,"3//362080",TRUE,TRUE,301
1998-03-25,1998-04-21,31,28,"3//362080",TRUE,TRUE,204
1998-04-21,1998-05-19,28,43,"3//362080",TRUE,TRUE,138
1998-02-25,1998-03-24,31,34,"3//362090",TRUE,TRUE,301
1998-03-24,1998-04-22,34,33,"3//362090",TRUE,TRUE,204
1998-04-22,1998-05-19,33,34,"3//362090",TRUE,TRUE,138
1998-02-25,1998-03-24,25,28,"3//364090",TRUE,TRUE,301
1998-03-24,1998-04-21,28,29,"3//364090",TRUE,TRUE,204
1998-02-25,1998-03-24,28,31,"3//365070",TRUE,TRUE,301
1998-03-24,1998-04-21,31,29,"3//365070",TRUE,TRUE,204
1998-04-21,1998-05-19,29,31,"3//365070",TRUE,TRUE,138
1998-02-25,1998-03-26,22,26,"3//373070",TRUE,TRUE,301
1998-02-25,1998-03-24,30,30,"3//373080",TRUE,TRUE,301
1998-03-24,1998-04-21,30,24,"3//373080",TRUE,TRUE,204
1998-04-21,1998-05-19,24,26,"3//373080",TRUE,TRUE,138
1998-02-25,1998-03-26,23,23,"3//374060",TRUE,TRUE,301
1998-03-26,1998-04-21,23,21,"3//374060",TRUE,TRUE,204
1998-02-25,1998-03-24,28,26,"3//381080",TRUE,TRUE,301
1998-02-26,1998-03-25,34,29,"3//384090",TRUE,TRUE,301
1998-02-26,1998-03-25,20,26,"3//3850100",TRUE,TRUE,301
1998-02-26,1998-03-24,31,36,"3//385080",TRUE,TRUE,301
1998-03-24,1998-04-21,36,29,"3//385080",TRUE,TRUE,204
1998-04-21,1998-05-19,29,33,"3//385080",TRUE,TRUE,138
1998-02-26,1998-03-26,39,39,"3//451060",TRUE,TRUE,301
1998-03-26,1998-04-21,39,33,"3//451060",TRUE,TRUE,204
1998-02-26,1998-03-24,39,33,"3//454090",TRUE,TRUE,301
1998-02-26,1998-03-24,22,25,"3//455060",TRUE,TRUE,301
1998-02-26,1998-03-24,23,28,"3//455090",TRUE,TRUE,301
1998-02-26,1998-03-24,28,27,"3//461090",TRUE,TRUE,301
1998-03-24,1998-04-23,27,32,"3//461090",TRUE,TRUE,204
1998-02-26,1998-03-24,22,24,"3//462070",TRUE,TRUE,301
1998-02-26,1998-03-25,28,30,"3//462090",TRUE,TRUE,301
1998-03-25,1998-04-21,30,30,"3//462090",TRUE,TRUE,204
1998-04-21,1998-05-19,30,30,"3//462090",TRUE,TRUE,138
1998-02-26,1998-03-24,27,32,"3//464070",TRUE,TRUE,301
1998-03-24,1998-04-22,32,27,"3//464070",TRUE,TRUE,204
1998-02-26,1998-03-24,23,28,"3//464080",TRUE,TRUE,301
1998-03-24,1998-04-23,28,27,"3//464080",TRUE,TRUE,204
1998-02-26,1998-03-24,23,23,"3//4710100",TRUE,TRUE,301
1998-02-27,1998-03-24,27,32,"3//473070",TRUE,TRUE,301
1998-03-24,1998-04-23,32,35,"3//473070",TRUE,TRUE,204
1998-04-23,1998-05-19,35,31,"3//473070",TRUE,TRUE,138
1998-02-27,1998-03-24,24,27,"3//4740100",TRUE,TRUE,301
1998-03-24,1998-04-21,27,23,"3//4740100",TRUE,TRUE,204
1998-04-21,1998-05-19,23,29,"3//4740100",TRUE,TRUE,138
1998-05-19,1998-06-16,29,46,"3//4740100",TRUE,TRUE,78
1998-06-16,1998-07-14,46,57,"3//4740100",TRUE,TRUE,50
1998-02-27,1998-03-24,27,27,"3//475090",TRUE,TRUE,301
1998-03-24,1998-04-21,27,26,"3//475090",TRUE,TRUE,204
1998-02-27,1998-03-25,34,31,"3//4820100",TRUE,TRUE,301
1998-03-24,1998-04-21,36,31,"3//257305060",TRUE,TRUE,204
1998-03-24,1998-04-21,38,32,"3//28305080",TRUE,TRUE,204
1998-04-21,1998-05-19,32,31,"3//28305080",TRUE,TRUE,138
1998-03-24,1998-04-21,38,24,"3//28405080",TRUE,TRUE,204
1998-04-21,1998-05-21,24,35,"3//28405080",TRUE,TRUE,138
1998-03-24,1998-04-21,28,23,"3//28405090",TRUE,TRUE,204
1998-03-25,1998-04-21,24,26,"3//35205080",TRUE,TRUE,204
1998-03-26,1998-04-21,31,30,"3//36105060",TRUE,TRUE,204
1998-04-21,1998-05-20,30,39,"3//36105060",TRUE,TRUE,138
1998-04-21,1998-05-19,37,37,"3//45204090",TRUE,TRUE,138
1998-05-19,1998-06-16,37,46,"3//45204090",TRUE,TRUE,78
1998-04-21,1998-05-19,28,26,"3//45304090",TRUE,TRUE,138
1998-05-19,1998-06-17,26,50,"3//45304090",TRUE,TRUE,78
1998-04-22,1998-05-19,29,28,"3//46104060",TRUE,TRUE,138
1998-04-22,1998-05-19,34,35,"3//46105080",TRUE,TRUE,138
1998-09-08,1998-10-06,42,37,"3//46105080",TRUE,TRUE,151
1998-04-23,1998-05-20,31,38,"3//46204090",TRUE,TRUE,138
1998-04-23,1998-05-19,42,35,"3//46305080",TRUE,TRUE,138
1998-05-19,1998-06-16,35,57,"3//46305080",TRUE,TRUE,78
1998-06-16,1998-07-14,57,51,"3//46305080",TRUE,TRUE,50
1998-07-14,1998-08-11,51,52,"3//46305080",TRUE,TRUE,70
1998-05-19,1998-06-17,28,47,"3//17205060",TRUE,TRUE,78
1998-12-29,1999-01-26,34,27,"3//155060100",TRUE,TRUE,188
1998-07-15,1998-08-13,43,44,"3//162080100",TRUE,TRUE,70
1998-11-04,1998-12-02,30,25,"3//163080100",TRUE,TRUE,201
1998-08-11,1998-09-09,41,43,"3//254070100",TRUE,TRUE,109
1998-08-11,1998-09-08,44,40,"3//25408090",TRUE,TRUE,109
1998-09-08,1998-10-06,40,38,"3//25408090",TRUE,TRUE,151
1998-10-06,1998-11-03,38,49,"3//25408090",TRUE,TRUE,140
1998-11-03,1998-12-01,49,44,"3//25408090",TRUE,TRUE,201
1998-08-11,1998-09-08,43,46,"3//26106080",TRUE,TRUE,109
1998-09-08,1998-10-06,46,44,"3//26106080",TRUE,TRUE,151
1998-08-12,1998-09-08,43,45,"3//262060100",TRUE,TRUE,109
1998-09-08,1998-10-06,45,40,"3//262060100",TRUE,TRUE,151
1998-08-12,1998-09-08,37,34,"3//26306070",TRUE,TRUE,109
1998-08-13,1998-09-08,37,37,"3//27106070",TRUE,TRUE,109
1998-09-08,1998-10-07,33,35,"3//37406070",TRUE,TRUE,151
1998-11-03,1998-12-01,43,38,"3//37506080",TRUE,TRUE,201
1998-11-03,1998-12-01,21,19,"3//38106080",TRUE,TRUE,201
1999-01-26,1999-02-23,17,19,"3//38106080",TRUE,TRUE,75
1999-02-23,1999-03-10,19,19,"3//38106080",TRUE,TRUE,30
1999-03-10,1999-03-25,19,17,"3//38106080",TRUE,TRUE,8
1998-11-03,1998-12-01,51,50,"3//38107090",TRUE,TRUE,201
1998-09-08,1998-10-07,28,29,"3//381090100",TRUE,TRUE,151
1998-09-08,1998-10-06,10,16,"3//382090100",TRUE,TRUE,151
1998-09-09,1998-10-06,58,51,"3//384060100",TRUE,TRUE,151
1998-09-09,1998-10-06,15,17,"3//45108090",TRUE,TRUE,151
1998-10-06,1998-11-03,17,23,"3//45108090",TRUE,TRUE,140
1998-09-09,1998-10-06,52,48,"3//45206070",TRUE,TRUE,151
1998-10-06,1998-11-03,48,52,"3//45206070",TRUE,TRUE,140
1998-11-03,1998-12-01,51,48,"3//453070100",TRUE,TRUE,201
1998-09-10,1998-10-07,40,40,"3//45406080",TRUE,TRUE,151
1998-10-07,1998-11-03,40,49,"3//45406080",TRUE,TRUE,140
1998-09-10,1998-10-06,45,45,"3//45406090",TRUE,TRUE,151
1998-10-06,1998-11-03,45,48,"3//45406090",TRUE,TRUE,140
1998-11-03,1998-12-02,48,43,"3//45406090",TRUE,TRUE,201
1998-12-02,1998-12-29,43,39,"3//45406090",TRUE,TRUE,206
1998-12-03,1998-12-29,39,31,"3//26506080",TRUE,TRUE,206
1998-10-06,1998-11-03,32,38,"4//11090",TRUE,TRUE,140
1998-11-03,1998-12-03,38,27,"4//11090",TRUE,TRUE,201
1998-10-06,1998-11-05,14,19,"4//130100",TRUE,TRUE,140
1998-11-05,1998-12-02,19,18,"4//130100",TRUE,TRUE,201
1998-12-03,1998-12-29,28,21,"4//1870",TRUE,TRUE,206
1998-10-06,1998-11-03,21,26,"4//2570",TRUE,TRUE,140
1998-12-29,1999-01-26,22,24,"4//2570",TRUE,TRUE,188
1998-12-01,1998-12-29,34,25,"4//2670",TRUE,TRUE,206
1998-10-07,1998-11-03,32,32,"4//2750",TRUE,TRUE,140
1998-11-03,1998-12-01,32,30,"4//2750",TRUE,TRUE,201
1998-10-08,1998-11-05,46,43,"4//23060",TRUE,TRUE,140
1998-11-05,1998-12-01,43,41,"4//23060",TRUE,TRUE,201
1998-11-03,1998-12-01,42,36,"3//15407080",TRUE,TRUE,201
1998-11-03,1998-12-01,46,39,"4//2550100",TRUE,TRUE,201
1998-11-03,1998-12-01,28,22,"4//262060",TRUE,TRUE,201
1998-11-03,1998-12-01,25,22,"4//264060",TRUE,TRUE,201
1998-11-03,1998-12-02,33,22,"4//2710100",TRUE,TRUE,201
1998-11-03,1998-12-01,21,22,"4//273080",TRUE,TRUE,201
1998-11-03,1998-12-01,34,37,"4//274070",TRUE,TRUE,201
1998-11-03,1998-12-01,23,18,"4//275090",TRUE,TRUE,201
1998-11-03,1998-12-01,33,26,"4//281070",TRUE,TRUE,201
1998-12-01,1998-12-30,26,20,"4//281070",TRUE,TRUE,206
1998-12-30,1999-01-26,20,20,"4//281070",TRUE,TRUE,188
1998-11-04,1998-12-02,29,23,"4//284060",TRUE,TRUE,201
1999-01-26,1999-02-23,23,23,"4//351060",TRUE,TRUE,75
1998-11-04,1998-12-01,32,25,"4//351070",TRUE,TRUE,201
1998-11-04,1998-12-01,41,31,"4//3520100",TRUE,TRUE,201
1998-11-04,1998-12-02,30,21,"4//354080",TRUE,TRUE,201
1998-12-02,1998-12-29,21,20,"4//354080",TRUE,TRUE,206
1998-11-04,1998-12-02,24,21,"4//355080",TRUE,TRUE,201
1998-11-05,1998-12-01,43,42,"4//365080",TRUE,TRUE,201
1998-12-01,1998-12-29,25,22,"4//17204070",TRUE,TRUE,206
1998-12-01,1998-12-30,28,23,"4//173050100",TRUE,TRUE,206
1998-12-01,1998-12-29,39,41,"4//18103060",TRUE,TRUE,206
1998-12-01,1998-12-30,23,23,"4//18104090",TRUE,TRUE,206
1998-12-01,1998-12-29,23,20,"4//18105080",TRUE,TRUE,206
1998-12-02,1998-12-29,23,22,"4//18305060",TRUE,TRUE,206
1998-12-02,1998-12-30,31,25,"4//25102080",TRUE,TRUE,206
1998-12-30,1999-01-26,25,27,"4//25102080",TRUE,TRUE,188
1999-01-26,1999-02-23,27,26,"4//25102080",TRUE,TRUE,75
1999-02-23,1999-03-10,26,29,"4//25102080",TRUE,TRUE,30
1998-12-02,1998-12-29,38,34,"4//25103080",TRUE,TRUE,206
1998-12-02,1998-12-30,25,19,"4//25104060",TRUE,TRUE,206
1998-12-03,1998-12-29,22,25,"4//251040100",TRUE,TRUE,206
1998-12-29,1999-01-26,22,27,"4//37205060",TRUE,TRUE,188
1999-01-26,1999-02-23,27,21,"4//37205060",TRUE,TRUE,75
1998-12-29,1999-01-26,35,31,"4//37304090",TRUE,TRUE,188
1998-12-29,1999-01-26,19,21,"4//373050100",TRUE,TRUE,188
1998-12-30,1999-01-27,24,23,"4//38103060",TRUE,TRUE,188
1999-01-26,1999-02-23,21,20,"4//48105080",TRUE,TRUE,75
1999-01-26,1999-02-23,25,24,"4//48205090",TRUE,TRUE,75
1999-02-23,1999-03-23,24,25,"4//48205090",TRUE,TRUE,30
1999-01-27,1999-02-24,20,21,"4//484050100",TRUE,TRUE,75
1999-01-28,1999-02-23,31,18,"4//15107090",TRUE,TRUE,75
1999-02-23,1999-03-10,19,20,"4//156106080",TRUE,TRUE,30
1999-03-10,1999-03-25,20,23,"4//156106080",TRUE,TRUE,8
1999-02-25,1999-03-22,26,30,"4//16108090",TRUE,TRUE,30
1999-10-05,1999-11-02,55,58,"4//16506080",TRUE,TRUE,177
1999-09-09,1999-10-05,59,58,"4//172080100 B",TRUE,TRUE,139
1999-10-05,1999-11-02,58,54,"4//172080100 B",TRUE,TRUE,177
1999-06-15,1999-07-13,93,64,"4//173060100",TRUE,TRUE,24
1999-06-15,1999-07-15,34,54,"4//17407090",TRUE,TRUE,24
1999-06-15,1999-07-13,56,69,"4//174080100",TRUE,TRUE,24
1999-06-15,1999-07-13,33,58,"4//174090100",TRUE,TRUE,24
1999-07-13,1999-08-10,39,55,"4//183090100",TRUE,TRUE,38
1999-11-02,1999-12-01,51,52,"4//183090100",TRUE,TRUE,320
1999-12-01,1999-12-28,52,45,"4//183090100",TRUE,TRUE,351
1999-10-06,1999-11-02,44,50,"4//18408090",TRUE,TRUE,177
1999-11-02,1999-11-30,50,59,"4//18408090",TRUE,TRUE,320
1999-07-13,1999-08-11,47,51,"4//18506070100",TRUE,TRUE,38
1999-11-03,1999-11-30,42,41,"4//18506070100",TRUE,TRUE,320
1999-11-30,1999-12-28,35,26,"4//255080100",TRUE,TRUE,351
1999-08-10,1999-09-07,23,39,"4//25508090",TRUE,TRUE,86
1999-12-01,1999-12-29,56,54,"4//26307090",TRUE,TRUE,351
1999-08-11,1999-09-08,37,48,"4//263080100",TRUE,TRUE,86
1999-09-08,1999-10-05,48,39,"4//263080100",TRUE,TRUE,139
1999-10-05,1999-11-02,39,38,"4//263080100",TRUE,TRUE,177
1999-12-01,1999-12-28,44,38,"4//264080100",TRUE,TRUE,351
1999-08-11,1999-09-07,32,48,"4//264090100",TRUE,TRUE,86
1999-11-30,1999-12-29,50,46,"4//264090100",TRUE,TRUE,351
1999-11-30,1999-12-28,47,44,"4//26507080",TRUE,TRUE,351
1999-08-11,1999-09-07,46,48,"4//26507090",TRUE,TRUE,86
1999-09-07,1999-10-05,48,42,"4//26507090",TRUE,TRUE,139
1999-10-05,1999-11-02,42,44,"4//26507090",TRUE,TRUE,177
1999-11-02,1999-11-30,44,42,"4//26507090",TRUE,TRUE,320
1999-10-05,1999-11-02,54,49,"4//184090100",TRUE,TRUE,177
1999-08-12,1999-09-09,43,51,"4//272060100",TRUE,TRUE,86
1999-09-09,1999-10-05,51,45,"4//272060100",TRUE,TRUE,139
1999-09-07,1999-10-05,52,56,"4//18508090",TRUE,TRUE,139
1999-12-28,2000-01-25,37,27,"4//35307080",TRUE,TRUE,332
1999-09-07,1999-10-05,16,28,"4//35407090",TRUE,TRUE,139
1999-10-05,1999-11-02,28,32,"4//35407090",TRUE,TRUE,177
1999-11-02,1999-11-30,32,28,"4//35407090",TRUE,TRUE,320
1999-09-07,1999-10-06,15,26,"4//355070100",TRUE,TRUE,139
1999-10-06,1999-11-04,26,28,"4//355070100",TRUE,TRUE,177
1999-11-04,1999-11-30,28,32,"4//355070100",TRUE,TRUE,320
1999-11-30,1999-12-29,32,25,"4//355070100",TRUE,TRUE,351
1999-12-29,2000-01-26,25,20,"4//355070100",TRUE,TRUE,332
2000-01-26,2000-02-22,20,30,"4//355070100",TRUE,TRUE,197
2000-02-22,2000-03-21,30,26,"4//355070100",TRUE,TRUE,125
1999-12-01,1999-12-28,40,38,"4//35507090",TRUE,TRUE,351
1999-11-02,1999-11-30,49,55,"4//362060100",TRUE,TRUE,320
1999-11-30,1999-12-29,55,38,"4//362060100",TRUE,TRUE,351
1999-09-07,1999-10-05,44,39,"4//36206090",TRUE,TRUE,139
1999-09-08,1999-10-06,52,45,"4//3630407080",TRUE,TRUE,139
1999-10-06,1999-11-03,45,40,"4//3630407080",TRUE,TRUE,177
1999-11-03,1999-11-30,40,43,"4//3630407080",TRUE,TRUE,320
1999-11-30,1999-12-29,43,36,"4//3630407080",TRUE,TRUE,351
1999-11-30,1999-12-28,49,40,"4//364060100",TRUE,TRUE,351
1999-09-08,1999-10-07,56,59,"4//36406090",TRUE,TRUE,139
1999-12-28,2000-01-25,31,27,"4//365060100",TRUE,TRUE,332
1999-11-03,1999-11-30,25,29,"4//36507080",TRUE,TRUE,320
1999-09-08,1999-10-05,47,42,"4//371060100",TRUE,TRUE,139
1999-10-05,1999-11-03,42,48,"4//371060100",TRUE,TRUE,177
1999-11-03,1999-11-30,48,47,"4//371060100",TRUE,TRUE,320
1999-11-04,1999-11-30,46,45,"4//37107080",TRUE,TRUE,320
1999-11-30,1999-12-29,45,37,"4//37107080",TRUE,TRUE,351
1999-12-29,2000-01-26,37,30,"4//37107080",TRUE,TRUE,332
1999-11-30,1999-12-28,43,42,"4//37207090",TRUE,TRUE,351
1999-12-28,2000-01-25,42,37,"4//37207090",TRUE,TRUE,332
1999-09-09,1999-10-06,42,33,"4//372090100",TRUE,TRUE,139
1999-11-02,1999-11-30,45,42,"4//373060100",TRUE,TRUE,320
1999-10-05,1999-11-02,44,44,"4//26307080",TRUE,TRUE,177
1999-10-05,1999-11-02,59,61,"4//363060100",TRUE,TRUE,177
1999-11-02,1999-11-30,61,59,"4//363060100",TRUE,TRUE,320
1999-10-05,1999-11-04,47,50,"4//473060100",TRUE,TRUE,177
1999-10-05,1999-11-03,51,53,"4//47506070",TRUE,TRUE,177
1999-11-03,1999-11-30,53,48,"4//47506070",TRUE,TRUE,320
1999-11-30,1999-12-28,48,46,"4//47506070",TRUE,TRUE,351
1999-10-05,1999-11-03,47,46,"4//47506090",TRUE,TRUE,177
1999-11-03,1999-11-30,46,44,"4//47506090",TRUE,TRUE,320
1999-11-30,1999-12-28,44,42,"4//47506090",TRUE,TRUE,351
1999-12-28,2000-01-25,42,37,"4//47506090",TRUE,TRUE,332
2000-01-25,2000-02-22,37,35,"4//47506090",TRUE,TRUE,197
1999-12-28,2000-01-25,33,29,"4//475080100",TRUE,TRUE,332
2000-01-25,2000-02-24,29,31,"4//475080100",TRUE,TRUE,197
2000-02-24,2000-03-21,31,32,"4//475080100",TRUE,TRUE,125
2000-03-21,2000-04-18,32,35,"4//475080100",TRUE,TRUE,73
2000-04-18,2000-05-17,35,47,"4//475080100",TRUE,TRUE,26
1999-12-01,1999-12-29,24,21,"4//481090100",TRUE,TRUE,351
1999-11-30,1999-12-28,25,24,"4//48206080",TRUE,TRUE,351
1999-12-28,2000-01-25,24,20,"4//48206080",TRUE,TRUE,332
1999-10-05,1999-11-02,20,21,"4//48207090",TRUE,TRUE,177
1999-11-02,1999-12-01,21,20,"4//48207090",TRUE,TRUE,320
1999-10-05,1999-11-04,24,24,"4//48208090",TRUE,TRUE,177
1999-10-05,1999-11-03,36,30,"4//48306090",TRUE,TRUE,177
1999-11-03,1999-12-02,30,32,"4//48306090",TRUE,TRUE,320
1999-10-06,1999-11-02,58,54,"4//255090100",TRUE,TRUE,177
1999-11-02,1999-11-30,54,55,"4//255090100",TRUE,TRUE,320
1999-10-06,1999-11-02,20,23,"4//484060100",TRUE,TRUE,177
1999-11-02,1999-11-30,23,27,"4//484060100",TRUE,TRUE,320
1999-11-30,1999-12-28,27,21,"4//484060100",TRUE,TRUE,351
1999-12-28,2000-01-25,21,19,"4//484060100",TRUE,TRUE,332
1999-10-06,1999-11-02,34,34,"4//48406080",TRUE,TRUE,177
2000-01-25,2000-02-22,35,36,"4//48406080",TRUE,TRUE,197
2000-02-22,2000-03-21,36,30,"4//48406080",TRUE,TRUE,125
1999-10-06,1999-11-02,51,46,"4//48407080",TRUE,TRUE,177
1999-10-06,1999-11-03,27,29,"4//48408090",TRUE,TRUE,177
1999-11-03,1999-12-01,29,30,"4//48408090",TRUE,TRUE,320
1999-12-01,1999-12-28,30,28,"4//48408090",TRUE,TRUE,351
1999-12-01,1999-12-29,25,23,"4//48506080",TRUE,TRUE,351
1999-12-29,2000-01-26,23,24,"4//48506080",TRUE,TRUE,332
2000-01-26,2000-02-23,24,26,"4//48506080",TRUE,TRUE,197
2000-02-23,2000-03-21,26,30,"4//48506080",TRUE,TRUE,125
1999-10-06,1999-11-03,30,26,"5//16",TRUE,TRUE,177
1999-11-03,1999-11-30,26,28,"5//16",TRUE,TRUE,320
1999-11-30,1999-12-29,28,27,"5//16",TRUE,TRUE,351
1999-10-06,1999-11-03,48,49,"5//180",TRUE,TRUE,177
1999-10-07,1999-11-04,31,32,"5//220",TRUE,TRUE,177
1999-11-04,1999-12-01,32,30,"5//220",TRUE,TRUE,320
1999-12-01,1999-12-28,30,24,"5//220",TRUE,TRUE,351
1999-11-02,1999-11-30,19,22,"5//53080",TRUE,TRUE,320
1999-11-02,1999-12-01,32,28,"5//62060",TRUE,TRUE,320
1999-11-02,1999-12-01,43,41,"5//63070",TRUE,TRUE,320
1999-12-01,1999-12-28,41,37,"5//63070",TRUE,TRUE,351
1999-11-02,1999-11-30,31,31,"5//64080",TRUE,TRUE,320
1999-12-29,2000-01-26,45,41,"5//64090",TRUE,TRUE,332
2000-01-26,2000-02-23,41,36,"5//64090",TRUE,TRUE,197
2000-02-23,2000-03-21,36,42,"5//64090",TRUE,TRUE,125
1999-11-02,1999-11-30,55,51,"5//65060",TRUE,TRUE,320
1999-11-30,1999-12-29,51,47,"5//65060",TRUE,TRUE,351
1999-11-02,1999-12-02,41,41,"5//73070",TRUE,TRUE,320
1999-11-02,1999-11-30,38,32,"5//81090",TRUE,TRUE,320
1999-11-30,1999-12-28,32,30,"5//81090",TRUE,TRUE,351
1999-11-02,1999-11-30,14,25,"5//830100",TRUE,TRUE,320
1999-11-03,1999-12-02,28,26,"5//10206090",TRUE,TRUE,320
1999-12-29,2000-01-25,23,24,"5//102070100",TRUE,TRUE,332
2000-01-25,2000-02-22,24,23,"5//102070100",TRUE,TRUE,197
1999-12-29,2000-01-26,30,23,"5//102080100",TRUE,TRUE,332
1999-11-03,1999-11-30,47,47,"5//103070100",TRUE,TRUE,320
1999-11-03,1999-11-30,23,25,"5//10307080",TRUE,TRUE,320
1999-11-03,1999-12-01,23,25,"5//10406070",TRUE,TRUE,320
1999-12-01,1999-12-28,25,23,"5//10406070",TRUE,TRUE,351
1999-11-03,1999-11-30,51,52,"5//10406080",TRUE,TRUE,320
1999-11-30,1999-12-28,52,44,"5//10406080",TRUE,TRUE,351
1999-12-28,2000-01-25,44,46,"5//10406080",TRUE,TRUE,332
2000-01-25,2000-02-22,46,44,"5//10406080",TRUE,TRUE,197
1999-11-03,1999-11-30,34,35,"5//104070100",TRUE,TRUE,320
1999-11-30,1999-12-29,35,31,"5//104070100",TRUE,TRUE,351
1999-12-29,2000-01-25,31,30,"5//104070100",TRUE,TRUE,332
2000-01-25,2000-02-23,30,28,"5//104070100",TRUE,TRUE,197
1999-11-03,1999-12-01,29,29,"5//10408090",TRUE,TRUE,320
1999-11-03,1999-11-30,29,26,"5//10506070",TRUE,TRUE,320
1999-11-03,1999-12-02,22,25,"5//10506080",TRUE,TRUE,320
1999-12-02,1999-12-28,25,23,"5//10506080",TRUE,TRUE,351
1999-11-03,1999-11-30,53,54,"5//10508090",TRUE,TRUE,320
1999-11-30,1999-12-28,54,51,"5//10508090",TRUE,TRUE,351
2000-02-22,2000-03-22,23,24,"5//11030100",TRUE,TRUE,125
2000-03-22,2000-04-18,24,27,"5//11030100",TRUE,TRUE,73
1999-11-03,1999-12-01,45,48,"5//1105060",TRUE,TRUE,320
1999-12-01,1999-12-29,48,44,"5//1105060",TRUE,TRUE,351
2000-02-22,2000-03-21,40,43,"5//1105060",TRUE,TRUE,125
1999-11-03,1999-12-02,34,33,"5//1105070",TRUE,TRUE,320
1999-11-03,1999-11-30,25,28,"5//1203080",TRUE,TRUE,320
1999-11-30,1999-12-29,28,28,"5//1203080",TRUE,TRUE,351
1999-12-29,2000-01-25,28,23,"5//1203080",TRUE,TRUE,332
1999-11-03,1999-11-30,35,40,"5//85070",TRUE,TRUE,320
1999-12-29,2000-01-26,28,20,"5//1204060",TRUE,TRUE,332
1999-11-04,1999-11-30,35,33,"5//12060100",TRUE,TRUE,320
1999-11-30,1999-12-28,33,28,"5//12060100",TRUE,TRUE,351
1999-11-04,1999-11-30,34,38,"5//1304080",TRUE,TRUE,320
1999-11-04,1999-11-30,54,51,"5//13080100",TRUE,TRUE,320
1999-11-30,1999-12-28,51,47,"5//13080100",TRUE,TRUE,351
1999-12-28,2000-01-26,47,45,"5//13080100",TRUE,TRUE,332
1999-11-04,1999-12-01,58,56,"5//1308090",TRUE,TRUE,320
1999-12-01,1999-12-28,56,48,"5//1308090",TRUE,TRUE,351
1999-11-04,1999-11-30,51,46,"5//13090100",TRUE,TRUE,320
1999-11-04,1999-12-02,25,20,"5//1405090",TRUE,TRUE,320
1999-12-02,1999-12-29,20,23,"5//1405090",TRUE,TRUE,351
1999-11-04,1999-11-30,42,39,"5//1406070",TRUE,TRUE,320
1999-11-04,1999-12-01,16,20,"5//1406080",TRUE,TRUE,320
1999-12-01,1999-12-30,20,20,"5//1406080",TRUE,TRUE,351
1999-11-30,1999-12-29,50,45,"4//18506080",TRUE,TRUE,351
1999-11-30,1999-12-28,53,44,"5//3575070",TRUE,TRUE,351
1999-12-28,2000-01-25,44,42,"5//3575070",TRUE,TRUE,332
2000-01-25,2000-02-22,42,41,"5//3575070",TRUE,TRUE,197
2000-02-22,2000-03-21,41,41,"5//3575070",TRUE,TRUE,125
1999-11-30,1999-12-28,37,29,"5//3640100",TRUE,TRUE,351
1999-11-30,1999-12-30,36,31,"5//371060",TRUE,TRUE,351
2000-01-27,2000-02-22,26,25,"5//371070",TRUE,TRUE,197
1999-11-30,1999-12-28,27,25,"5//3720100",TRUE,TRUE,351
1999-12-28,2000-01-27,25,22,"5//3720100",TRUE,TRUE,332
1999-11-30,1999-12-29,28,24,"5//372080",TRUE,TRUE,351
1999-11-30,1999-12-29,40,31,"5//373090",TRUE,TRUE,351
